cidr,sblid,rir,type,timestamp,size,records,copyright,terms
198.20.16.0/20,SBL107773,arin,,,,,,
198.37.0.0/22,SBL624890,arin,,,,,,
198.45.32.0/20,SBL110170,arin,,,,,,
198.45.64.0/19,SBL177843,arin,,,,,,
198.51.77.0/24,SBL685478,arin,,,,,,
198.51.78.0/23,SBL685479,arin,,,,,,
198.51.80.0/23,SBL685480,arin,,,,,,
198.51.161.0/24,SBL688014,arin,,,,,,
198.54.232.0/24,SBL458233,afrinic,,,,,,
198.56.64.0/18,SBL178648,arin,,,,,,
198.57.64.0/20,SBL101250,arin,,,,,,
198.62.16.0/20,SBL641798,arin,,,,,,
198.62.70.0/24,SBL210101,arin,,,,,,
198.62.76.0/24,SBL210161,arin,,,,,,
198.96.224.0/20,SBL110171,arin,,,,,,
198.102.222.0/24,SBL221777,arin,,,,,,
198.133.120.0/24,SBL522183,arin,,,,,,
198.140.157.0/24,SBL676722,arin,,,,,,
198.148.212.0/24,SBL221776,arin,,,,,,
198.151.16.0/20,SBL244694,arin,,,,,,
198.151.138.0/24,SBL96863,arin,,,,,,
198.151.152.0/22,SBL23969,arin,,,,,,
198.160.205.0/24,SBL221774,arin,,,,,,
198.169.201.0/24,SBL212980,arin,,,,,,
198.177.175.0/24,SBL210085,arin,,,,,,
198.177.176.0/22,SBL210086,arin,,,,,,
198.177.180.0/24,SBL210087,arin,,,,,,
198.177.214.0/24,SBL212981,arin,,,,,,
198.177.216.0/24,SBL676723,arin,,,,,,
198.179.22.0/24,SBL217199,arin,,,,,,
198.180.189.0/24,SBL689235,arin,,,,,,
198.181.96.0/20,SBL281608,arin,,,,,,
198.183.32.0/19,SBL96708,arin,,,,,,
198.183.238.0/24,SBL689236,arin,,,,,,
198.184.193.0/24,SBL212982,arin,,,,,,
198.186.25.0/24,SBL23976,arin,,,,,,
198.187.16.0/21,SBL679090,arin,,,,,,
198.187.24.0/22,SBL679089,arin,,,,,,
198.187.192.0/24,SBL223552,arin,,,,,,
198.187.207.0/24,SBL676724,arin,,,,,,
198.187.208.0/23,SBL676725,arin,,,,,,
198.187.210.0/24,SBL676726,arin,,,,,,
198.190.173.0/24,SBL212764,arin,,,,,,
198.198.0.0/16,SBL679669,arin,,,,,,
198.199.212.0/24,SBL212983,arin,,,,,,
198.200.0.0/21,SBL462737,apnic,,,,,,
198.200.8.0/23,SBL462736,apnic,,,,,,
198.202.223.0/24,SBL689237,arin,,,,,,
198.202.237.0/24,SBL217198,arin,,,,,,
198.204.0.0/21,SBL8179,arin,,,,,,
198.206.140.0/24,SBL301221,arin,,,,,,
198.212.132.0/24,SBL223551,arin,,,,,,
198.235.160.0/20,SBL641799,arin,,,,,,
198.240.64.0/18,SBL264086,arin,,,,,,
198.241.64.0/18,SBL96706,arin,,,,,,
198.244.32.0/21,SBL676727,arin,,,,,,
198.244.40.0/22,SBL676728,arin,,,,,,
198.244.44.0/23,SBL676729,arin,,,,,,
198.244.46.0/24,SBL676730,arin,,,,,,
198.252.32.0/19,SBL187517,arin,,,,,,
198.252.174.0/24,SBL676731,arin,,,,,,
199.1.24.0/21,SBL679509,arin,,,,,,
199.1.254.0/24,SBL679704,arin,,,,,,
199.5.152.0/23,SBL96745,arin,,,,,,
199.5.194.0/24,SBL521558,arin,,,,,,
199.5.229.0/24,SBL221780,arin,,,,,,
199.26.137.0/24,SBL212765,arin,,,,,,
199.26.207.0/24,SBL221772,arin,,,,,,
199.26.251.0/24,SBL221782,arin,,,,,,
199.33.146.0/24,SBL521991,arin,,,,,,
199.33.222.0/24,SBL221781,arin,,,,,,
199.34.128.0/18,SBL96704,arin,,,,,,
199.38.0.0/21,SBL525955,arin,,,,,,
199.59.8.0/21,SBL618473,arin,,,,,,
199.71.192.0/20,SBL147763,arin,,,,,,
199.73.64.0/20,SBL502551,arin,,,,,,
199.84.16.0/20,SBL503515,arin,,,,,,
199.84.55.0/24,SBL210094,arin,,,,,,
199.84.56.0/22,SBL210092,arin,,,,,,
199.84.60.0/24,SBL210093,arin,,,,,,
199.84.64.0/19,SBL96702,arin,,,,,,
199.88.251.0/24,SBL520065,arin,,,,,,
199.89.16.0/20,SBL156916,arin,,,,,,
199.89.198.0/24,SBL212766,arin,,,,,,
199.103.64.0/22,SBL647171,arin,,,,,,
199.106.8.0/21,SBL642241,arin,,,,,,
199.107.96.0/22,SBL635119,arin,,,,,,
199.107.152.0/21,SBL672877,arin,,,,,,
199.108.212.0/22,SBL624891,arin,,,,,,
199.108.236.0/22,SBL624892,arin,,,,,,
199.120.160.0/24,SBL676732,arin,,,,,,
199.120.163.0/24,SBL6658,arin,,,,,,
199.164.242.0/24,SBL676735,arin,,,,,,
199.165.32.0/19,SBL97023,arin,,,,,,
199.165.237.0/24,SBL526140,arin,,,,,,
199.165.238.0/24,SBL526141,arin,,,,,,
199.166.200.0/22,SBL6026,arin,,,,,,
199.166.214.0/23,SBL521507,arin,,,,,,
199.170.128.0/22,SBL624893,arin,,,,,,
199.178.64.0/19,SBL623099,arin,,,,,,
199.178.144.0/20,SBL635120,arin,,,,,,
199.178.160.0/21,SBL642242,arin,,,,,,
199.178.168.0/23,SBL642243,arin,,,,,,
199.178.170.0/24,SBL646979,arin,,,,,,
199.184.0.0/21,SBL629517,arin,,,,,,
199.184.8.0/22,SBL629518,arin,,,,,,
199.184.12.0/23,SBL629519,arin,,,,,,
199.184.82.0/24,SBL210159,arin,,,,,,
199.184.223.0/24,SBL522828,arin,,,,,,
199.185.144.0/20,SBL503521,arin,,,,,,
199.186.26.0/23,SBL673042,arin,,,,,,
199.187.16.0/21,SBL578949,arin,,,,,,
199.187.24.0/22,SBL578950,arin,,,,,,
199.187.32.0/20,SBL668423,arin,,,,,,
199.187.48.0/21,SBL668424,arin,,,,,,
199.196.192.0/19,SBL106606,arin,,,,,,
199.198.160.0/20,SBL96701,arin,,,,,,
199.198.176.0/21,SBL109341,arin,,,,,,
199.198.184.0/23,SBL109342,arin,,,,,,
199.198.188.0/22,SBL109343,arin,,,,,,
199.201.238.0/24,SBL676736,arin,,,,,,
199.201.239.0/24,SBL676737,arin,,,,,,
199.223.0.0/20,SBL180441,arin,,,,,,
199.230.64.0/19,SBL97024,arin,,,,,,
199.231.8.0/21,SBL533523,arin,,,,,,
199.233.85.0/24,SBL212984,arin,,,,,,
199.233.96.0/24,SBL210099,arin,,,,,,
199.241.0.0/21,SBL521778,arin,,,,,,
199.245.138.0/24,SBL9923,arin,,,,,,
199.246.215.0/24,SBL103499,arin,,,,,,
199.249.64.0/19,SBL179270,arin,,,,,,
199.253.32.0/20,SBL245070,arin,,,,,,
199.253.48.0/21,SBL245071,arin,,,,,,
199.253.224.0/20,SBL180442,arin,,,,,,
199.254.32.0/20,SBL156983,arin,,,,,,
199.254.190.0/24,SBL676738,arin,,,,,,
200.0.60.0/23,SBL291133,lacnic,,,,,,
200.1.0.0/22,SBL689627,lacnic,,,,,,
200.1.4.0/23,SBL689628,lacnic,,,,,,
200.13.64.0/20,SBL544031,lacnic,,,,,,
200.13.192.0/19,SBL689939,lacnic,,,,,,
200.22.0.0/16,SBL84896,lacnic,,,,,,
200.23.137.0/24,SBL692906,lacnic,,,,,,
200.23.165.0/24,SBL691436,lacnic,,,,,,
200.33.170.0/24,SBL692907,lacnic,,,,,,
200.33.187.0/24,SBL693108,lacnic,,,,,,
200.34.30.0/23,SBL692908,lacnic,,,,,,
200.34.135.0/24,SBL692909,lacnic,,,,,,
200.34.156.0/24,SBL692910,lacnic,,,,,,
200.71.124.0/22,SBL237882,lacnic,,,,,,
200.189.44.0/22,SBL291132,lacnic,,,,,,
201.148.168.0/22,SBL247631,ripencc,,,,,,
201.150.28.0/22,SBL679668,lacnic,,,,,,
202.12.101.0/24,SBL642244,apnic,,,,,,
202.27.100.0/22,SBL271129,apnic,,,,,,
202.40.32.0/19,SBL222855,apnic,,,,,,
202.40.64.0/18,SBL221383,apnic,,,,,,
202.46.96.0/20,SBL655235,apnic,,,,,,
202.52.38.0/24,SBL213943,apnic,,,,,,
202.59.234.0/23,SBL213944,apnic,,,,,,
202.61.141.0/24,SBL648580,apnic,,,,,,
202.61.144.0/20,SBL664842,apnic,,,,,,
202.79.173.0/24,SBL613433,apnic,,,,,,
202.95.7.0/24,SBL677364,apnic,,,,,,
202.95.8.0/21,SBL664724,apnic,,,,,,
202.122.64.0/19,SBL677425,apnic,,,,,,
202.131.208.0/20,SBL641025,apnic,,,,,,
202.148.32.0/20,SBL264045,apnic,,,,,,
202.152.192.0/20,SBL641026,apnic,,,,,,
202.159.80.0/20,SBL643375,apnic,,,,,,
202.168.80.0/22,SBL689689,apnic,,,,,,
202.183.0.0/19,SBL221385,apnic,,,,,,
202.189.80.0/20,SBL270956,apnic,,,,,,
203.9.0.0/19,SBL221390,apnic,,,,,,
203.91.73.0/24,SBL654190,apnic,,,,,,
203.132.96.0/19,SBL682232,apnic,,,,,,
203.159.90.0/24,SBL687516,ripencc,,,,,,
203.171.224.0/20,SBL675010,apnic,,,,,,
203.191.64.0/18,SBL258585,apnic,,,,,,
203.195.0.0/18,SBL410856,apnic,,,,,,
203.202.232.0/24,SBL687816,ripencc,,,,,,
204.14.80.0/22,SBL492818,arin,,,,,,
204.19.38.0/23,SBL210079,arin,,,,,,
204.27.155.0/24,SBL521496,arin,,,,,,
204.29.212.0/24,SBL676739,arin,,,,,,
204.44.32.0/20,SBL104258,arin,,,,,,
204.44.208.0/20,SBL503530,arin,,,,,,
204.44.224.0/20,SBL110044,arin,,,,,,
204.52.184.0/24,SBL521497,arin,,,,,,
204.52.255.0/24,SBL13483,arin,,,,,,
204.58.188.0/22,SBL622861,arin,,,,,,
204.61.96.0/19,SBL532255,arin,,,,,,
204.62.177.0/24,SBL521498,arin,,,,,,
204.63.64.0/18,SBL533524,arin,,,,,,
204.74.32.0/19,SBL532252,arin,,,,,,
204.75.147.0/24,SBL223550,arin,,,,,,
204.75.228.0/24,SBL210096,arin,,,,,,
204.76.203.0/24,SBL673234,arin,,,,,,
204.80.164.0/24,SBL521780,arin,,,,,,
204.80.180.0/24,SBL521781,arin,,,,,,
204.80.198.0/24,SBL217200,arin,,,,,,
204.86.16.0/20,SBL181088,arin,,,,,,
204.87.199.0/24,SBL210160,arin,,,,,,
204.87.234.0/24,SBL521856,arin,,,,,,
204.88.160.0/20,SBL530315,arin,,,,,,
204.89.202.0/24,SBL613528,arin,,,,,,
204.89.224.0/24,SBL11667,arin,,,,,,
204.91.96.0/20,SBL623100,arin,,,,,,
204.106.128.0/18,SBL105808,arin,,,,,,
204.106.192.0/19,SBL106078,arin,,,,,,
204.107.132.0/24,SBL521499,arin,,,,,,
204.107.208.0/24,SBL96699,arin,,,,,,
204.110.8.0/21,SBL672878,apnic,,,,,,
204.110.144.0/20,SBL530313,arin,,,,,,
204.115.128.0/21,SBL521782,arin,,,,,,
204.117.88.0/21,SBL679706,arin,,,,,,
204.126.32.0/20,SBL530310,arin,,,,,,
204.126.48.0/21,SBL532262,arin,,,,,,
204.126.56.0/22,SBL532260,arin,,,,,,
204.126.60.0/23,SBL532261,arin,,,,,,
204.126.244.0/23,SBL96747,arin,,,,,,
204.128.32.0/20,SBL503533,arin,,,,,,
204.128.151.0/24,SBL212985,arin,,,,,,
204.128.180.0/24,SBL210100,arin,,,,,,
204.130.16.0/20,SBL301223,arin,,,,,,
204.130.195.0/24,SBL521501,arin,,,,,,
204.140.104.0/21,SBL624894,arin,,,,,,
204.140.112.0/21,SBL624895,arin,,,,,,
204.140.120.0/22,SBL624896,arin,,,,,,
204.146.240.0/20,SBL623101,arin,,,,,,
204.147.64.0/21,SBL287254,arin,,,,,,
204.147.96.0/20,SBL503525,arin,,,,,,
204.147.240.0/20,SBL502924,arin,,,,,,
204.155.80.0/21,SBL629586,arin,,,,,,
204.155.88.0/22,SBL629587,arin,,,,,,
204.155.92.0/23,SBL629588,arin,,,,,,
204.155.94.0/24,SBL629589,arin,,,,,,
204.175.0.0/16,SBL691576,arin,,,,,,
204.178.16.0/20,SBL623892,arin,,,,,,
204.179.64.0/20,SBL635121,arin,,,,,,
204.179.232.0/21,SBL624897,arin,,,,,,
204.187.192.0/19,SBL641809,arin,,,,,,
204.187.224.0/20,SBL641810,arin,,,,,,
204.187.240.0/21,SBL641811,arin,,,,,,
204.194.16.0/22,SBL668425,arin,,,,,,
204.194.40.0/21,SBL668426,arin,,,,,,
204.194.48.0/21,SBL692952,arin,,,,,,
204.194.64.0/21,SBL249621,arin,,,,,,
204.225.153.0/24,SBL676741,arin,,,,,,
204.225.226.0/23,SBL676742,arin,,,,,,
204.227.32.0/19,SBL534264,arin,,,,,,
204.232.0.0/18,SBL103685,arin,,,,,,
204.235.16.0/20,SBL530321,arin,,,,,,
204.235.240.0/24,SBL678355,arin,,,,,,
204.235.242.0/24,SBL678356,arin,,,,,,
204.235.252.0/24,SBL678357,arin,,,,,,
204.236.0.0/19,SBL635122,arin,,,,,,
204.238.40.0/24,SBL521519,arin,,,,,,
204.238.137.0/24,SBL223547,arin,,,,,,
204.238.170.0/24,SBL217201,arin,,,,,,
204.238.183.0/24,SBL221024,arin,,,,,,
204.239.132.0/23,SBL622862,arin,,,,,,
204.239.134.0/23,SBL622869,arin,,,,,,
204.239.200.0/23,SBL622863,arin,,,,,,
204.255.32.0/19,SBL529492,arin,,,,,,
205.137.0.0/20,SBL116418,arin,,,,,,
205.142.104.0/22,SBL98307,arin,,,,,,
205.144.0.0/20,SBL96698,arin,,,,,,
205.148.128.0/18,SBL277040,arin,,,,,,
205.151.128.0/19,SBL180437,arin,,,,,,
205.151.216.0/24,SBL521481,arin,,,,,,
205.158.176.0/20,SBL624898,arin,,,,,,
205.159.26.0/24,SBL676743,arin,,,,,,
205.159.174.0/24,SBL221762,arin,,,,,,
205.159.201.0/24,SBL521489,arin,,,,,,
205.159.241.0/24,SBL521490,arin,,,,,,
205.166.77.0/24,SBL219931,arin,,,,,,
205.166.84.0/24,SBL210098,arin,,,,,,
205.166.87.0/24,SBL522824,arin,,,,,,
205.166.130.0/24,SBL221342,arin,,,,,,
205.166.154.0/24,SBL676744,arin,,,,,,
205.166.168.0/24,SBL223549,arin,,,,,,
205.166.183.0/24,SBL521492,arin,,,,,,
205.166.211.0/24,SBL221761,arin,,,,,,
205.172.244.0/22,SBL96743,arin,,,,,,
205.175.160.0/19,SBL104260,arin,,,,,,
205.189.71.0/24,SBL105802,arin,,,,,,
205.189.72.0/23,SBL105804,arin,,,,,,
205.189.207.0/24,SBL521478,arin,,,,,,
205.196.28.0/22,SBL96838,arin,,,,,,
205.196.48.0/23,SBL96840,arin,,,,,,
205.196.60.0/23,SBL96844,arin,,,,,,
205.196.62.0/24,SBL96845,arin,,,,,,
205.196.71.0/24,SBL96848,arin,,,,,,
205.196.72.0/22,SBL96849,arin,,,,,,
205.196.76.0/24,SBL96850,arin,,,,,,
205.196.96.0/23,SBL96851,arin,,,,,,
205.196.99.0/24,SBL96852,arin,,,,,,
205.196.100.0/22,SBL96853,arin,,,,,,
205.196.104.0/21,SBL96854,arin,,,,,,
205.196.112.0/22,SBL96855,arin,,,,,,
205.203.0.0/19,SBL104616,arin,,,,,,
205.203.224.0/19,SBL104251,arin,,,,,,
205.207.134.0/24,SBL210088,arin,,,,,,
205.210.29.0/24,SBL521480,arin,,,,,,
205.210.107.0/24,SBL210089,arin,,,,,,
205.210.139.0/24,SBL212767,arin,,,,,,
205.210.171.0/24,SBL243632,arin,,,,,,
205.210.172.0/22,SBL243633,arin,,,,,,
205.210.249.0/24,SBL521482,arin,,,,,,
205.211.172.0/24,SBL521483,arin,,,,,,
205.211.179.0/24,SBL521484,arin,,,,,,
205.214.96.0/19,SBL104252,arin,,,,,,
205.214.128.0/19,SBL104253,arin,,,,,,
205.215.236.0/22,SBL634281,arin,,,,,,
205.233.156.0/24,SBL521486,arin,,,,,,
205.233.220.0/24,SBL521487,arin,,,,,,
205.233.224.0/20,SBL156985,arin,,,,,,
205.236.18.0/24,SBL521488,arin,,,,,,
205.236.185.0/24,SBL210091,arin,,,,,,
205.236.189.0/24,SBL9442,arin,,,,,,
205.237.8.0/24,SBL625051,arin,,,,,,
205.237.10.0/23,SBL625052,arin,,,,,,
205.237.12.0/22,SBL625053,arin,,,,,,
205.237.16.0/22,SBL624902,arin,,,,,,
206.41.128.0/20,SBL502936,arin,,,,,,
206.41.160.0/19,SBL209495,arin,,,,,,
206.51.29.0/24,SBL210090,arin,,,,,,
206.121.28.0/22,SBL673043,arin,,,,,,
206.121.32.0/23,SBL673044,arin,,,,,,
206.123.145.0/24,SBL679708,arin,,,,,,
206.123.156.0/24,SBL692905,arin,,,,,,
206.125.16.0/20,SBL503526,arin,,,,,,
206.130.188.0/24,SBL212986,arin,,,,,,
206.136.208.0/20,SBL623102,arin,,,,,,
206.143.128.0/17,SBL226353,arin,,,,,,
206.170.48.0/21,SBL624903,arin,,,,,,
206.170.56.0/22,SBL624904,arin,,,,,,
206.183.160.0/21,SBL613559,arin,,,,,,
206.195.224.0/19,SBL180439,arin,,,,,,
206.197.77.0/24,SBL221760,arin,,,,,,
206.197.166.0/24,SBL676746,arin,,,,,,
206.209.48.0/20,SBL504465,arin,,,,,,
206.209.80.0/20,SBL156986,arin,,,,,,
206.209.192.0/20,SBL530334,arin,,,,,,
206.221.0.0/20,SBL530332,arin,,,,,,
206.221.96.0/20,SBL530331,arin,,,,,,
206.221.192.0/20,SBL530328,arin,,,,,,
206.223.33.0/24,SBL521783,arin,,,,,,
206.224.160.0/19,SBL96697,arin,,,,,,
206.226.0.0/19,SBL177387,arin,,,,,,
206.226.32.0/19,SBL177459,arin,,,,,,
206.251.56.0/22,SBL689940,arin,,,,,,
207.22.192.0/18,SBL107317,arin,,,,,,
207.45.56.0/21,SBL96864,arin,,,,,,
207.45.224.0/20,SBL89255,arin,,,,,,
207.70.192.0/19,SBL641800,arin,,,,,,
207.105.108.0/22,SBL624906,arin,,,,,,
207.110.64.0/18,SBL177484,arin,,,,,,
207.110.96.0/19,SBL177485,arin,,,,,,
207.183.64.0/19,SBL502907,arin,,,,,,
207.183.96.0/20,SBL387691,arin,,,,,,
207.183.192.0/19,SBL104254,arin,,,,,,
207.228.200.0/22,SBL678358,arin,,,,,,
207.244.0.0/18,SBL502898,arin,,,,,,
207.252.136.0/21,SBL642247,arin,,,,,,
208.75.88.0/22,SBL294938,arin,,,,,,
208.90.32.0/21,SBL294939,arin,,,,,,
208.98.64.0/18,SBL642249,arin,,,,,,
208.187.240.0/22,SBL642250,arin,,,,,,
208.205.128.0/22,SBL529502,arin,,,,,,
208.217.32.0/20,SBL623103,arin,,,,,,
209.17.192.0/19,SBL502942,arin,,,,,,
209.50.160.0/19,SBL692221,ripencc,,,,,,
209.63.8.0/21,SBL642252,arin,,,,,,
209.66.0.0/18,SBL502941,arin,,,,,,
209.66.128.0/19,SBL180438,arin,,,,,,
209.79.220.0/22,SBL624912,arin,,,,,,
209.95.64.0/19,SBL502940,arin,,,,,,
209.95.192.0/19,SBL107139,arin,,,,,,
209.120.205.0/24,SBL630035,arin,,,,,,
209.148.16.0/20,SBL502902,arin,,,,,,
209.159.128.0/20,SBL294940,arin,,,,,,
209.161.64.0/19,SBL502939,arin,,,,,,
209.182.64.0/19,SBL104261,arin,,,,,,
209.182.100.0/22,SBL689980,arin,,,,,,
209.186.20.0/22,SBL623895,arin,,,,,,
209.186.24.0/21,SBL623894,arin,,,,,,
209.186.224.0/21,SBL623903,arin,,,,,,
209.186.232.0/22,SBL623904,arin,,,,,,
209.186.236.0/24,SBL623905,arin,,,,,,
209.233.156.0/22,SBL645263,arin,,,,,,
210.56.48.0/21,SBL669376,apnic,,,,,,
210.57.128.0/18,SBL233459,apnic,,,,,,
211.102.0.0/17,SBL677403,apnic,,,,,,
212.11.64.0/24,SBL678087,ripencc,,,,,,
212.224.93.0/24,SBL630769,ripencc,,,,,,
212.237.152.0/21,SBL594332,apnic,,,,,,
213.177.179.0/24,SBL691432,ripencc,,,,,,
213.190.14.0/24,SBL689629,ripencc,,,,,,
213.209.159.0/24,SBL691429,ripencc,,,,,,
216.7.96.0/20,SBL682309,arin,,,,,,
216.9.224.0/22,SBL677075,arin,,,,,,
216.26.224.0/19,SBL692222,ripencc,,,,,,
216.63.240.0/22,SBL624913,arin,,,,,,
216.93.96.0/19,SBL641801,arin,,,,,,
216.137.144.0/20,SBL530314,arin,,,,,,
216.179.128.0/17,SBL103083,arin,,,,,,
216.240.96.0/20,SBL546730,arin,,,,,,
216.250.16.0/20,SBL530358,arin,,,,,,
217.119.139.0/24,SBL683020,ripencc,,,,,,
218.99.0.0/16,SBL675600,apnic,,,,,,
221.128.128.0/17,SBL677746,apnic,,,,,,
223.26.48.0/20,SBL656504,apnic,,,,,,
223.29.226.0/24,SBL683017,apnic,,,,,,
223.155.16.0/24,SBL656595,apnic,,,,,,
223.169.0.0/16,SBL208009,apnic,,,,,,
223.173.0.0/16,SBL204954,apnic,,,,,,
223.254.0.0/16,SBL212803,apnic,,,,,,
,,,metadata,1771422242,90029,1474,(c) 2026 The Spamhaus Project SLU,https://www.spamhaus.org/drop/terms/
